university_name,course_name,abbrv,direct_entry_requirements,utme_requirements,subjects
UNIVERSITY OF MAIDUGURI BORNO STATE,PHYSICS,MAIDUGURI,NCE/Two (2) 'A' Level passes in Physics and Mathematics or Chemistry.,"Five (5) SSC credit passes in English Language, Physics, Chemistry, Mathematics and any other Science subject from Further Mathematics and Biology or Agricultural Science.","Physics, Mathematics and Chemistry or Biology."
UNIVERSITY OF MAIDUGURI BORNO STATE,PHYSIOTHERAPY,MAIDUGURI,"Two (2) ‘A’ Level passes chosen from Physics, Chemistry and Biology.","Five (5) SSC credit passes in English Language, Maths, Biology, Physics and Chemistry.","Physics, Chemistry and Biology."
UNIVERSITY OF MAIDUGURI BORNO STATE,POLITICAL SCIENCE,MAIDUGURI,Two (2) 'A' Level passes including Government or History.,"Five (5) SSC credit passes in Government or History, English Language and three (3) other subjects.  A pass in Mathematics is required.",Government or History plus two (2) other Social Science/Arts subjects.
UNIVERSITY OF MAIDUGURI BORNO STATE,PUBLIC ADMINISTRATION,MAIDUGURI,"Two (2) ‘A’ Level passes chosen from Economics, Accounting, Business Management, Government, Geography and Statistics.","Five (5) SSC credit passes to include English Language,              

Economics and Government. For NBC holders, the                             other relevant                             subjects could be                             from any of the                             following:  Accounting, Principles of Accounts,                             Commerce, Office           Practice and Secretarial   Duties.","Government, Economics and any other subject."
UNIVERSITY OF MAIDUGURI BORNO STATE,PUBLIC AND PRIVATE INTERNATIONAL LAW,MAIDUGURI,"(i)    Two (2)'A' Level passes in Arts or Social Science subjects.

(ii)   NCE/ND/First Degree (Second Class Lower).","Five (5)'O' Level credit passes to include English Language, Literature in English and Mathematics.",Any three (3) Arts or Social Science subjects.
UNIVERSITY OF MAIDUGURI BORNO STATE,RADIOGRAPHY,MAIDUGURI,"(i)     Two (2) 'A' Level passes chosen from Physics, Chemistry and Biology.","Five (5) SSC credit passes in English Language, Mathematics, Biology, Physics and Chemistry.","Physics, Chemistry and Biology."
UNIVERSITY OF MAIDUGURI BORNO STATE,SOCIAL WORKS,MAIDUGURI,[Not Available],[Not Available],[Not Available]
UNIVERSITY OF MAIDUGURI BORNO STATE,SOCIOLOGY & ANTHROPOLOGY,MAIDUGURI,Two (2) 'A' Level passes including Government or History.,"Five (5) SSC credit passes in Government or History, English Language and three (3) other subjects.  A pass in Mathematics is required.",Three (3) Social Science or Arts Subjects.
UNIVERSITY OF MAIDUGURI BORNO STATE,STATISTICS,MAIDUGURI,"Two (2) 'A' Level passes to include Mathematics or Statistics.

NCE credit in relevant subjects.","Five (5) SSC credit passes to include English Language, Mathematics and at least three (3) subjects from Physics, Statistics, Chemistry, Further Mathematics, Economics and Geography.","Mathematics and any two (2) of Physics, Chemistry and Economics."
UNIVERSITY OF MAIDUGURI BORNO STATE,SURVEYING AND GEO-INFORMATICS,MAIDUGURI,[Not Available],[Not Available],[Not Available]
UNIVERSITY OF MAIDUGURI BORNO STATE,TEACHER EDUCATION SCIENCE:,MAIDUGURI,"(i)  Two (2) 'A' Level passes in relevant teaching subjects including Literature in English.

(ii)  NCE credit or merit in two(2)relevant subjects.",Five (5) 'O' Level credit passes to include English Language and Literature in English plus three (3) other Arts or Social Science subjects.,Literature in English and one (1) Art and any other subject.
UNIVERSITY OF MAIDUGURI BORNO STATE,THEATRE ARTS,MAIDUGURI,[Not Available],[Not Available],[Not Available]
UNIVERSITY OF MAIDUGURI BORNO STATE,URBAN AND REGIONAL PLANNING,MAIDUGURI,[Not Available],[Not Available],[Not Available]
UNIVERSITY OF MAIDUGURI BORNO STATE,VETERINARY MEDICINE,MAIDUGURI,"A' level passes in Chemistry, Biology/Zoology, Physics or Mathematics.","Five (5) O' level credit passes to include English Language, Biology, Physics, Chemistry and Mathematics.","Physics, Chemistry and Biology."
UNIVERSITY OF MAIDUGURI BORNO STATE,ZOOLOGY,MAIDUGURI,"Two (2) 'A' Level passes or NCE in Biology, Zoology or Botany and one other Science subject","Five (5) SSC credit passes in English Language, Mathematics, Biology and two (2) other Science subject.","Biology and any two (2) of Physics, Chemistry and Mathematics."
FEDERAL UNIVERSITY LOKOJA KOGI STATE,ACCOUNTING,FED-LOKOJA,[Not Available],[Not Available],[Not Available]
FEDERAL UNIVERSITY LOKOJA KOGI STATE,AFRICAN LANGUAGES & LITERATURE,FED-LOKOJA,[Not Available],[Not Available],[Not Available]
FEDERAL UNIVERSITY LOKOJA KOGI STATE,ARABIC STUDIES,FED-LOKOJA,[Not Available],[Not Available],[Not Available]
FEDERAL UNIVERSITY LOKOJA KOGI STATE,ARCHAEOLOGY,FED-LOKOJA,[Not Available],[Not Available],[Not Available]
FEDERAL UNIVERSITY LOKOJA KOGI STATE,BANKING & FINANCE,FED-LOKOJA,[Not Available],[Not Available],[Not Available]
FEDERAL UNIVERSITY LOKOJA KOGI STATE,BIOCHEMISTRY,FED-LOKOJA,"Two (2) 'A' Level passes chosen from Chemistry, Mathematics, Physics and Biology.

 

NCE/ND/HND in related programmes plus the UTME requirements.","Five (5) SSC credit passes in English Language, Chemistry, Mathematics, Physics and Biology.","Biology, Chemistry and Physics or Mathematics."
FEDERAL UNIVERSITY LOKOJA KOGI STATE,BIOLOGY,FED-LOKOJA,"i) Two (2) 'A' Level passes from Chemistry, Biology, Botany/Zoology.

(ii) NCE merit accepted.","Five (5) SSC credit passes to include English Language, Biology, Chemistry and Mathematics/Physics.","Biology, Chemistry and Physics or Mathematics."
FEDERAL UNIVERSITY LOKOJA KOGI STATE,BIOTECHNOLOGY,FED-LOKOJA,[Not Available],[Not Available],[Not Available]
FEDERAL UNIVERSITY LOKOJA KOGI STATE,BOTANY,FED-LOKOJA,Two (2) 'A' Level passes in Biology/Botany/Zoology and Chemistry or Physics.,"Five (5) SSC Credit passes in English Language, Mathematics, Biology, Chemistry and Physics.","Biology, Chemistry and any other Science subject."
FEDERAL UNIVERSITY LOKOJA KOGI STATE,BUSINESS ADMINISTRATION,FED-LOKOJA,[Not Available],[Not Available],[Not Available]
FEDERAL UNIVERSITY LOKOJA KOGI STATE,BUSINESS EDUCATION,FED-LOKOJA,[Not Available],[Not Available],[Not Available]
FEDERAL UNIVERSITY LOKOJA KOGI STATE,CHEMISTRY,FED-LOKOJA,"i)  Two (2) 'A' Level passes in Chemistry and any one (1) of Physics, Mathematics or Biology.

 

(ii)   ND/NCE with good grades in relevant 'O' Level subjects.","Five (5) SSC credit passes in English Language, Mathematics, Physics, Chemistry and Biology.","Chemistry and two (2) of Physics, Biology and Mathematics."
FEDERAL UNIVERSITY LOKOJA KOGI STATE,CHRISTIAN RELIGIOUS STUDIES,FED-LOKOJA,[Not Available],[Not Available],[Not Available]
FEDERAL UNIVERSITY LOKOJA KOGI STATE,COMPUTER ENGINEERING,FED-LOKOJA,[Not Available],[Not Available],[Not Available]
FEDERAL UNIVERSITY LOKOJA KOGI STATE,COMPUTER SCIENCE,FED-LOKOJA,")       Two (2) 'A' Level passes in science subjects including Mathematics

 

(ii)   NCE merit in Mathematics and one (1) other Science or Social Science subject.","Five (5) SSC credit passes to include English Language, Mathematics, Physics plus two (2) other Science subjects.","Mathematics, Physics and one (1) of Biology, Chemistry, Agric Science, Economics and Geography."
FEDERAL UNIVERSITY LOKOJA KOGI STATE,ECONOMICS,FED-LOKOJA,"Two (2)'A' Level passes in Economics and any one of Mathematics, Statistics, Geography, Physics, Chemistry, Agricultural Science, Accounting, Business Management, History and Government.","Five (5)SSC credit passes in English Language, Mathematics, Economics and any two (2) of Arts or Social Science subjects.","Economics, Mathematics and any of Government, History, Geography, Literature in English, French and Christian Religious Studies/Islamic Studies."
FEDERAL UNIVERSITY LOKOJA KOGI STATE,EDUCATION & BIOLOGY,FED-LOKOJA,[Not Available],[Not Available],[Not Available]
FEDERAL UNIVERSITY LOKOJA KOGI STATE,EDUCATION & CHEMISTRY,FED-LOKOJA,[Not Available],[Not Available],[Not Available]
FEDERAL UNIVERSITY LOKOJA KOGI STATE,EDUCATION & COMPUTER SCIENCE,FED-LOKOJA,[Not Available],[Not Available],[Not Available]
FEDERAL UNIVERSITY LOKOJA KOGI STATE,EDUCATION & ECONOMICS,FED-LOKOJA,[Not Available],[Not Available],[Not Available]
FEDERAL UNIVERSITY LOKOJA KOGI STATE,EDUCATION & ENGLISH LANGUAGE,FED-LOKOJA,[Not Available],[Not Available],[Not Available]
FEDERAL UNIVERSITY LOKOJA KOGI STATE,EDUCATION & GEOGRAPHY,FED-LOKOJA,[Not Available],[Not Available],[Not Available]
FEDERAL UNIVERSITY LOKOJA KOGI STATE,EDUCATION & HISTORY,FED-LOKOJA,[Not Available],[Not Available],[Not Available]
FEDERAL UNIVERSITY LOKOJA KOGI STATE,EDUCATION & INTEGRATED SCIENCE,FED-LOKOJA,[Not Available],[Not Available],[Not Available]
FEDERAL UNIVERSITY LOKOJA KOGI STATE,EDUCATION & MATHEMATICS,FED-LOKOJA,[Not Available],[Not Available],[Not Available]
FEDERAL UNIVERSITY LOKOJA KOGI STATE,EDUCATION & PHYSICS,FED-LOKOJA,[Not Available],[Not Available],[Not Available]
FEDERAL UNIVERSITY LOKOJA KOGI STATE,EDUCATION & POLITICAL SCIENCE,FED-LOKOJA,[Not Available],[Not Available],[Not Available]
FEDERAL UNIVERSITY LOKOJA KOGI STATE,EDUCATION & SOCIAL STUDIES,FED-LOKOJA,[Not Available],[Not Available],[Not Available]
FEDERAL UNIVERSITY LOKOJA KOGI STATE,ELECTRICAL AND ELECTRONICS ENGINEERING,FED-LOKOJA,[Not Available],[Not Available],[Not Available]
FEDERAL UNIVERSITY LOKOJA KOGI STATE,ENGLISH LANGUAGE,FED-LOKOJA,Two (2) ‘A’ Level passes to include Literature in English and one other Arts subject.,"Five (5) SSC credit passes to include Literature in English, English Language and three other Arts or Social Science subjects.","Literature in English, one other Arts subject and another Arts or Social Science subject."
FEDERAL UNIVERSITY LOKOJA KOGI STATE,FRENCH,FED-LOKOJA,Two (2) ‘A’ Level passes including French and one other Arts subject.,Five (5) SSC credit passes including French and English Language plus one other Arts subject.,French and any other two (2) subjects from Arts and Social Sciences.
FEDERAL UNIVERSITY LOKOJA KOGI STATE,GEOGRAPHY,FED-LOKOJA,"Two (2)'A' Level passes in Geography and any one of Economics., Government, Physics, Chemistry, Biology, and Mathematics","Five (5) SSC credit passes in English Language, Geography, and any three (3) from Arts or Social Science subjects with at least a pass in Mathematics.",Geography and two (2) other Arts or Social Science subjects
FEDERAL UNIVERSITY LOKOJA KOGI STATE,GEOLOGY,FED-LOKOJA,"(i) Two (2) 'A' Level passes from Geology, Chemistry, Mathematics, Physics, Biology and Geography.","Five (5) SSC credit passes in English Language, Biology, Chemistry, Mathematics and any other subject.","Any three (3) of Chemistry, Physics, Mathematics, Biology and Geography."
FEDERAL UNIVERSITY LOKOJA KOGI STATE,GUIDANCE & COUNSELLING,FED-LOKOJA,[Not Available],[Not Available],[Not Available]
FEDERAL UNIVERSITY LOKOJA KOGI STATE,HISTORY,FED-LOKOJA,Two (2) ‘A’ Level passes in History and any other related subjects.,Five (5) SSC credit passes to include History and English Language.,History and any other two (2) subjects from Arts and Social Sciences.
FEDERAL UNIVERSITY LOKOJA KOGI STATE,INDUSTRIAL CHEMISTRY,FED-LOKOJA,[Not Available],[Not Available],[Not Available]
FEDERAL UNIVERSITY LOKOJA KOGI STATE,ISLAMIC STUDIES,FED-LOKOJA,[Not Available],[Not Available],[Not Available]
FEDERAL UNIVERSITY LOKOJA KOGI STATE,LIBRARY & INFORMATION SCIENCE,FED-LOKOJA,[Not Available],[Not Available],[Not Available]
FEDERAL UNIVERSITY LOKOJA KOGI STATE,LINGUISTICS,FED-LOKOJA,[Not Available],[Not Available],[Not Available]
FEDERAL UNIVERSITY LOKOJA KOGI STATE,MASS COMMUNICATION,FED-LOKOJA,[Not Available],[Not Available],[Not Available]
FEDERAL UNIVERSITY LOKOJA KOGI STATE,MATHEMATICS,FED-LOKOJA,") Two (2) 'A' Level passes in Mathematics and any other science subject.

(ii)           NCE merit in Mathematics and one (1) of Physics, Chemistry or Economics","Five (5) SSC credit passes including English Language, Mathematics and Physics or Chemistry.","Mathematics and any two (2) of Physics, Chemistry and Economics or Geography."
FEDERAL UNIVERSITY LOKOJA KOGI STATE,MECHANICAL ENGINEERING,FED-LOKOJA,[Not Available],[Not Available],[Not Available]
FEDERAL UNIVERSITY LOKOJA KOGI STATE,MEDICINE & SURGERY,FED-LOKOJA,[Not Available],[Not Available],[Not Available]
FEDERAL UNIVERSITY LOKOJA KOGI STATE,MICROBIOLOGY,FED-LOKOJA,"Two (2) 'A' Level passes in Chemistry and any one (1) from Biology, Zoology or Botany.","Five (5) SSC credit passes in English Language, Mathematics, Chemistry, Biology and Physics.","Biology, Chemistry and either Physics or Mathematics."
FEDERAL UNIVERSITY LOKOJA KOGI STATE,"MODERN EUROPEAN LANUAGES-FRENCH, GERMAN & CHINESE",FED-LOKOJA,[Not Available],[Not Available],[Not Available]
FEDERAL UNIVERSITY LOKOJA KOGI STATE,MUSIC,FED-LOKOJA,[Not Available],[Not Available],[Not Available]
FEDERAL UNIVERSITY LOKOJA KOGI STATE,NURSING SCIENCE,FED-LOKOJA,[Not Available],[Not Available],[Not Available]
FEDERAL UNIVERSITY LOKOJA KOGI STATE,PHILOSOPHY,FED-LOKOJA,[Not Available],[Not Available],[Not Available]
FEDERAL UNIVERSITY LOKOJA KOGI STATE,PHYSICS,FED-LOKOJA,NCE/Two (2) 'A' Level passes in Physics and Mathematics or Chemistry.,"Five (5) SSC credit passes in English Language, Physics, Chemistry, Mathematics and any other Science subject from Further Mathematics and Biology or Agricultural Science.","Physics, Mathematics and Chemistry or Biology."
FEDERAL UNIVERSITY LOKOJA KOGI STATE,POLITICAL SCIENCE,FED-LOKOJA,Two (2) A' Level passes to include Government or History.,"Five (5) SSC credit passes to include English Language, Government/History and any other three (3) subjects from Arts/Social Sciences with at least 'O' Level pass in Mathematics.",Government/History and two (2) other Social Sciences or Arts subjects.
FEDERAL UNIVERSITY LOKOJA KOGI STATE,PUBLIC ADMINISTRATION,FED-LOKOJA,[Not Available],[Not Available],[Not Available]
FEDERAL UNIVERSITY LOKOJA KOGI STATE,SOCIOLOGY,FED-LOKOJA,Two (2) 'A' Level passes including Government or History.,"Five (5) SSC credit passes in Government or History, English Language and three (3) other subjects.  A pass in Mathematics is required.",Three (3) Social Science or Arts subjects.
